,Room_ID,Title,Event,Club,Duration,Users,Max Room Size,Moderators,Speakers,Listeners,Bounce,Stickiness,Total User Time,Avg User Time,Avg User Time [New Members],Avg User Time [Old Members],Avg Speaker Time,Avg Listener Time,New Users,New Users Pct,Old Users,Old Users Pct,Followers
310,xjbrB5B0,Do Men STAY WITH WOMEN who give it up QUICK?,2021-06-21 14:02:00,The Shakur Way,3.0666666666666678,2687.0,200.0,51.0,165.0,2522.0,0.448,0.552,32576.066666666666,19.62413654618474,2.74,11.33,52.68333333333333,16.0,560.0,0.21,2127.0,0.79,3.0
311,PGRanAjp,"No one, including men, should pay. Capitalism is a scam.",2021-06-21 15:05:00,GBW,0.8833333333333333,101.0,20.0,3.0,21.0,80.0,0.263,0.737,872.85,15.313157894736843,5.2,8.11,22.45,11.15,6.0,0.06,95.0,0.94,2.0
312,m2zZGdX8,The Motorsports Recap : Stephanie Travers Day Countdown,2021-06-21 17:07:00,Women Watching Sports Live,1.3833333333333333,41.0,11.0,7.0,10.0,31.0,0.32,0.6799999999999999,974.0833333333334,38.96333333333334,1.5,21.79,59.18333333333334,25.48333333333333,2.0,0.05,39.0,0.95,
313,P9eVnbjd,If someone CHEATED should they be given a 2nd CHANCE,2021-06-21 17:27:00,The Shakur Way,1.7166666666666668,1166.0,141.0,41.0,146.0,1020.0,0.339,0.661,13934.116666666669,18.75385823239121,4.93,11.57,35.483333333333334,14.766666666666666,111.0,0.1,1055.0,0.9,0.0
314,Pb7DGAVB,F1: Silverstone GP Controversies,2021-06-21 18:04:00,Women Watching Sports Live,2.283333333333333,112.0,25.0,3.0,17.0,95.0,0.2,0.8,3893.466666666666,45.80549019607842,0.0,30.86,86.36666666666666,36.4,1.0,0.01,111.0,0.99,
315,Mwwep1EO,Healing Sounds in these trying times,2021-06-21 19:12:00,Other,1.7333333333333334,77.0,17.0,3.0,5.0,72.0,0.429,0.571,1593.466666666667,25.293121693121694,0.0,18.1,72.0,21.26666666666667,3.0,0.04,74.0,0.96,1.0
316,PAXkvlJ7,RAP MONOLOGUES ACT OUT RAP VERSES Open Gym,2021-06-21 20:09:00,Rap Monologues,1.0666666666666669,1992.0,326.0,9.0,14.0,1978.0,0.404,0.596,15005.0,7.59,0.9,8.28,1.7,1.3,187.0,0.09,1805.0,0.91,
317,PQDoyOqb,If someone CHEATED should they be given a 2nd CHANCE Pt.2,2021-06-21 22:30:00,The Shakur Way,5.75,6012.0,99.0,44.0,168.0,5844.0,0.646,0.354,31291.4,11.064851485148516,0.91,7.93,63.29999999999999,8.466666666666667,3290.0,0.55,2723.0,0.45,8.0
318,M1W2BXaL,Global Welcome Party Everyone’s welcome!,2021-06-22 04:21:00,GBW,0.95,82.0,15.0,3.0,21.0,62.0,0.38,0.62,875.1166666666667,17.502333333333333,7.46,7.92,24.916666666666668,12.133333333333333,19.0,0.23,63.0,0.77,6.0
319,PGoKEo1d,Why don't you follow me,2021-06-22 06:31:00,GBW,8.633333333333333,41.0,7.0,3.0,4.0,37.0,0.537,0.4629999999999999,2770.616666666667,67.5760162601626,,,135.65,60.21666666666668,0.0,0.0,41.0,1.0,8.0
320,Pr48R4JO,Now We’re Publicly Humiliating People On Public Apps?,2021-06-22 13:55:00,Living in Luxury,1.15,3085.0,343.0,10.0,57.0,3028.0,0.435,0.565,19754.0,8.523338893522379,1.05,8.51,19.716666666666665,8.066666666666666,807.0,0.26,2279.0,0.74,
321,ME3kQOkP,WHY ARE women So much Better at hiding CHEATING THAN MEN?,2021-06-22 14:47:00,The Shakur Way,1.95,1129.0,122.0,44.0,123.0,1006.0,0.462,0.538,11520.1,24.304008438818567,3.71,11.55,43.06666666666667,18.566666666666663,128.0,0.11,1001.0,0.89,1.0
322,xjvYQj8X,Untitled - Radio,2021-06-22 15:11:00,GBW,2.5666666666666664,12.0,5.0,2.0,3.0,9.0,0.5,0.5,398.45,33.204166666666666,,,58.36666666666667,24.816666666666663,0.0,0.0,12.0,1.0,1.0
323,PQz1Wb5j,Lyric Debates: Rolling Loud Miami Edition,2021-06-22 16:58:00,Austin Dean Ashford,1.9833333333333332,7404.0,945.0,5.0,27.0,7382.0,0.504,0.496,94604.40000000002,17.782781954887223,1.85,15.69,63.41666666666666,17.550000000000004,1806.0,0.24,5599.0,0.76,
324,xqBkgnW9,Why DO PPL USE THEIR KIDS TO make THEIR BM/BD’S UPSET?,2021-06-22 17:21:00,The Shakur Way,1.0166666666666666,354.0,58.0,32.0,57.0,298.0,0.341,0.659,3852.8,17.04778761061947,1.71,10.08,30.383333333333336,12.55,15.0,0.04,340.0,0.96,1.0
325,maQWad55,U STILL SMART or NAH?,2021-06-22 19:05:00,Other,0.6166666666666667,683.0,366.0,3.0,26.0,657.0,0.539,0.4609999999999999,4570.15,7.86,2.44,8.13,17.0,6.283333333333333,6.0,0.01,329.0,0.48,
326,ME57zbpM,Why Bby Moms/Bby Dads try to ruin your new RELATIONSHIP,2021-06-22 21:10:00,The Shakur Way,3.783333333333333,456.0,36.0,24.0,83.0,382.0,0.448,0.552,8226.333333333334,25.78787878787879,16.73,12.76,47.6,18.116666666666667,24.0,0.05,432.0,0.95,0.0
327,MRG75YXN,Global Welcome Party - Let’s build community,2021-06-23 02:09:00,GBW,0.8833333333333333,45.0,18.0,5.0,22.0,23.0,0.378,0.622,1000.4,22.23111111111111,,,29.23333333333333,15.533333333333337,2.0,0.04,43.0,0.96,0.0
328,mW15WZQy,Is Greenroom Doomed?,2021-06-23 00:44:00,Other,2.333333333333333,526.0,60.0,10.0,60.0,473.0,0.485,0.515,7565.366666666667,14.382826362484158,0.85,10.32,39.75,11.116666666666667,47.0,0.09,503.0,0.96,1.0
329,myjejDDO,Modest Women connect with Working Class Men,2021-06-23 14:13:00,GBW,1.7666666666666666,191.0,135.0,7.0,30.0,161.0,0.485,0.515,2530.2000000000003,19.16818181818182,0.41,10.45,42.35,14.01666666666667,17.0,0.09,174.0,0.91,0.0
330,xLpDKlLx,What do y’all miss about the old CLUBHOUSE?!,2021-06-23 17:51:00,The Shakur Way,2.2333333333333334,1400.0,135.0,37.0,146.0,1254.0,0.376,0.624,130008.0,18.420225510923185,1.38,10.92,42.36666666666667,14.05,72.0,0.05,1328.0,0.95,17.0
331,xXNN8aNd,F1: Team Principal Report Cards,2021-06-23 20:19:00,Women Watching Sports Live,1.9666666666666668,61.0,14.0,4.0,15.0,46.0,0.342,0.6579999999999999,1941.95,51.103947368421046,1.0,28.42,74.03333333333333,36.15,3.0,0.05,58.0,0.95,1.0
332,xp9L1A6g,Untitled - Radio,2021-06-24 02:28:00,GBW,4.133333333333334,27.0,3.0,2.0,2.0,25.0,0.467,0.5329999999999999,710.8666666666666,47.3911111111111,0.0,19.75,124.46666666666668,35.53333333333333,5.0,0.19,22.0,0.81,-1.0
333,mgvODQk2,Y’all mad weird on this app,2021-06-24 11:58:00,Other,1.4,678.0,75.0,27.0,101.0,577.0,0.397,0.603,6873.5,14.813577586206897,1.58,8.57,28.4,11.033333333333331,49.0,0.07,629.0,0.93,1.0
334,PQDJn15A,Teaching my friends how to track analytics,2021-06-24 15:03:00,GBW,0.7333333333333333,37.0,6.0,3.0,3.0,34.0,0.649,0.351,244.9333333333333,6.61981981981982,2.25,4.11,33.1,4.283333333333333,4.0,0.11,34.0,0.92,0.0
335,m7gXZyN3,[Emojis],2021-06-24 18:29:00,The Bomani Effect,1.1833333333333331,1960.0,309.0,2.0,21.0,1939.0,0.446,0.554,12364.216666666667,10.134603825136612,0.82,6.91,35.9,9.683333333333334,323.0,0.16,1638.0,0.84,
336,PAj4G2Y1,Austin Dean live in LA tonight! sophistiratchet.world,2021-06-24 20:17:00,GBW,3.633333333333333,211.0,25.0,17.0,54.0,188.0,0.48,0.52,5024.15,28.38502824858757,0.13,9.75,48.43333333333334,19.58333333333333,31.0,0.15,180.0,0.85,6.0
337,MwJY6Nwb,People vs. Thee Artist (Lil Wayne) greatest hits,2021-06-24 22:09:00,Jury Duty,7.133333333333333,5481.0,355.0,4.0,22.0,5465.0,0.548,0.4519999999999999,67234.0,12.661770244821092,0.85,10.02,175.73333333333335,11.983333333333334,1415.0,0.26,4066.0,0.74,
338,xBRa92W7,PERFORMING LIVE IN LOS ANGELES @ SILVER LAKE LOUNGE,2021-06-25 12:18:00,Austin Dean Ashford,14.05,15755.0,1136.0,66.0,118.0,15640.0,0.609,0.391,119657.3,13.68920032032948,0.86,5.78,156.61666666666665,11.733333333333333,4359.0,0.28,11399.0,0.72,4.0
339,xkvw045G,WELCOME TO CLUBHOUSE!! Q AND A FROM OG MODERATORS!!,2021-06-25 00:36:00,The Shakur Way,2.15,513.0,62.0,32.0,65.0,448.0,0.378,0.622,4061.0,20.93635170603675,2.42,9.99,30.416666666666668,15.366666666666667,55.0,0.11,458.0,0.89,2.0
340,M4yw2zam,Tips on proper hygiene etiquette,2021-06-25 14:49:00,The Shakur Way,1.0,374.0,47.0,21.0,37.0,337.0,0.792,0.2079999999999999,2965.0,8.8,2.33,9.23,7.45,7.616666666666666,21.0,0.06,353.0,0.94,2.0
341,M5v0zKGj,Live - Derek Chauvin SENTENCING,2021-06-25 15:59:00,Jury Duty,2.033333333333333,1848.0,119.0,4.0,34.0,1814.0,0.509,0.491,9096.0,8.459252669039145,1.44,5.85,37.61666666666666,7.383333333333333,345.0,0.19,1503.0,0.81,6.0
342,xLKJ3VKd,Holding space in the Green Buttwhole,2021-06-25 18:15:00,The Green Buttwhole,1.5,24.0,12.0,20.0,21.0,3.0,0.125,0.875,1131.75,47.15625,,,47.81666666666666,42.53333333333334,0.0,0.0,24.0,1.0,
343,mJElV2ek,An Evening of Creator First Shows - Cocktail Hour,2021-06-27 16:13:00,Community First,0.8333333333333334,246.0,137.0,6.0,20.0,226.0,0.622,0.378,1150.7666666666669,4.677913279132791,,,23.45,3.0166666666666666,8.0,0.03,238.0,0.97,0.0
344,xerNJ2EA,The Deeper End W/ LeoRising: PRIDE In Who You Are!,2021-06-27 17:05:00,Queen of Clubs,0.8,276.0,47.0,2.0,12.0,264.0,0.522,0.478,1947.6166666666668,10.941666666666668,1.08,7.46,23.466666666666665,10.116666666666667,36.0,0.13,240.0,0.87,
345,MO6eDvw7,The Young & The Thirsty: Episode 2,2021-06-27 19:07:00,Comedy Club,1.65,2640.0,491.0,7.0,28.0,2612.0,0.458,0.542,20730.733333333334,11.050497512437811,0.96,7.71,60.583333333333336,10.3,229.0,0.09,2411.0,0.91,2.0
346,m7voDvWW,Y’all really out here blocking Disco Doggie!? Lames!,2021-06-27 23:59:00,GBW,1.8333333333333333,187.0,16.0,7.0,26.0,163.0,0.558,0.4419999999999999,2003.85,21.093157894736844,0.65,7.61,41.2,13.516666666666667,27.0,0.14,160.0,0.86,1.0
347,P9zYAVDo,Disco Doggie wants entertainment. But the “Dr.” blocked me,2021-06-28 01:50:00,GBW,2.333333333333333,70.0,12.0,5.0,11.0,59.0,0.729,0.271,1050.9166666666663,15.013095238095236,,,47.53333333333333,8.95,11.0,0.16,59.0,0.84,1.0
348,MOKKL83R,Clubhouse Moderators (FAKES) who come CLOUT chasing,2021-06-28 17:57:00,Other,3.1333333333333337,584.0,48.0,38.0,54.0,530.0,0.414,0.5860000000000001,6492.0,23.44084249084249,4.14,13.11,51.68333333333333,17.866666666666667,52.0,0.09,532.0,0.91,1.0
349,PrKzWnqj,Untitled,2021-06-28 21:54:00,Other,2.783333333333333,177.0,22.0,9.0,26.0,151.0,0.768,0.2319999999999999,2295.0,12.966101694915254,,,43.55,7.699999999999999,9.0,0.05,168.0,0.95,0.0
350,PYLY9Wrz,Congrats CROWN ROYYAL ON 25K!!,2021-06-28 22:41:00,The Shakur Way,3.3,2831.0,402.0,67.0,151.0,2680.0,0.429,0.571,23952.0,12.27096981374438,0.94,9.77,50.38333333333334,9.766666666666667,254.0,0.09,2577.0,0.91,2.0
351,mag62VYL,Facebook wins antitrust case - Buying spree next?,2021-06-29 11:51:00,Other,1.2666666666666666,4438.0,596.0,22.0,55.0,4383.0,0.525,0.475,25318.0,8.669284940411702,0.57,6.99,37.58333333333333,8.083333333333336,831.0,0.19,3607.0,0.81,3.0
352,M6j4XnpE,What do you know about social audio analytics?,2021-06-29 14:14:00,Other,1.2666666666666666,422.0,63.0,4.0,25.0,397.0,0.445,0.5549999999999999,3782.85,8.964099526066352,2.33,4.74,27.45,7.800000000000001,56.0,0.13,366.0,0.87,10.0
353,M59LV2vv,Who are YOU and what are YOU ON clubhouse FOR?,2021-06-29 15:34:00,The Shakur Way,2.45,2339.0,176.0,44.0,246.0,2093.0,0.459,0.5409999999999999,24258.73333333333,17.011734455352965,2.33,9.27,39.03333333333333,12.599999999999998,445.0,0.19,1894.0,0.81,3.0
354,m22XDXzD,How to Build a Better March Madness Bracket in 2022,2021-06-29 17:01:00,Other,0.55,45.0,13.0,2.0,5.0,40.0,0.233,0.767,424.6666666666666,14.155555555555557,0.0,9.47,26.933333333333334,11.6,0.0,0.0,45.0,1.0,2.0
355,M4L0w5Vy,Positive Vibes Only,2021-06-29 18:06:00,Other,4.05,138.0,13.0,14.0,38.0,112.0,0.542,0.4579999999999999,3252.833333333333,27.10694444444444,0.57,10.64,47.55,17.633333333333333,7.0,0.05,132.0,0.96,3.0
356,MKl9zAkQ,Paid Club Membership:Will It Work-How Do U Plan On Using It,2021-06-30 10:37:00,Other,3.916666666666667,2510.0,176.0,43.0,196.0,2314.0,0.411,0.589,30689.166666666664,19.362250262881176,1.86,10.96,46.9,15.566666666666666,344.0,0.14,2166.0,0.86,6.0
357,MEgX4Kny,Small STAGE ghost BIG STAGE thirsty WHY?,2021-06-30 16:46:00,The Shakur Way,2.2,778.0,86.0,43.0,156.0,638.0,0.37,0.63,13291.6,24.254744525547444,4.71,13.0,40.6,17.75,54.0,0.07,724.0,0.93,0.0
358,m3g4b9O1,Did Cosby’s Conviction Destroy His Legacy; Will He Recover?,2021-06-30 18:07:00,Conversations & Cornbread,6.333333333333334,2109.0,165.0,40.0,165.0,1948.0,0.274,0.726,57452.13333333333,37.13777203188968,7.1,20.57,83.8,31.566666666666663,77.0,0.04,2033.0,0.96,3.0
359,PrWLLLpj,Why Slave Working A 9-5 When You Can Work For YOURSELF ,2021-07-01 11:53:00,Living in Luxury,1.25,1333.0,178.0,28.0,93.0,1240.0,0.393,0.607,11304.6,12.687542087542086,1.05,8.22,30.6,10.6,175.0,0.13,1158.0,0.87,6.0
360,M4GK8L77,What’s wrong with these PickMe Men?,2021-07-01 13:11:00,Living in Luxury,0.8999999999999999,1012.0,125.0,23.0,34.0,978.0,0.484,0.516,6179.5,9.434351145038168,1.32,6.46,36.85,7.933333333333333,228.0,0.23,784.0,0.77,-1.0
361,xeerBwN7,Kickback,2021-07-01 16:39:00,Other,6.133333333333335,96.0,22.0,35.0,38.0,58.0,0.365,0.635,8947.733333333335,93.20555555555558,,,139.7666666666667,62.70000000000001,0.0,0.0,96.0,1.0,-2.0
362,MOvKXBaR,Freedom of Speech - say what YOU want,2021-07-01 20:59:00,Other,2.583333333333333,114.0,33.0,7.0,45.0,69.0,0.325,0.675,2613.9999999999995,22.929824561403503,,,32.14999999999999,16.916666666666668,4.0,0.04,110.0,0.96,0.0
363,xnKR9Zgw,30 minute countdown tin the Weekend,2021-07-02 18:54:00,Other,4.133333333333334,115.0,15.0,13.0,44.0,71.0,0.504,0.496,4194.950000000001,36.477826086956526,,,55.13333333333333,24.916666666666668,4.0,0.03,111.0,0.97,0.0
364,MRnlkqlY,Untitled,2021-07-03 18:11:00,Other,2.1166666666666667,87.0,12.0,5.0,19.0,68.0,0.644,0.356,1425.9833333333336,16.390613026819928,4.0,4.5,39.083333333333336,10.05,3.0,0.03,84.0,0.97,0.0
365,PYJkjpGO,F1: Austrian GP Live Race Watching,2021-07-04 08:06:00,Women Watching Sports Live,2.533333333333333,250.0,38.0,5.0,41.0,210.0,0.427,0.573,6471.8,41.22165605095542,4.14,19.01,77.73333333333333,28.31666666666667,15.0,0.06,235.0,0.94,1.0
366,PN5YZk7Z,Hello beautiful people,2021-07-04 10:48:00,Other,0.9833333333333334,49.0,16.0,4.0,18.0,31.0,0.408,0.5920000000000001,727.2500000000001,14.84183673469388,,,18.616666666666667,12.650000000000002,3.0,0.06,46.0,0.94,0.0
367,MwWpZ0GO,Y’all Wanna EXPOSE? EXPOSE How Yall Are CLOUT CHASERS,2021-07-05 18:20:00,Living in Luxury,0.8333333333333334,1387.0,207.0,27.0,49.0,1339.0,0.397,0.603,8256.766666666666,8.391023035230353,1.02,5.47,26.98333333333333,7.416666666666667,179.0,0.13,1208.0,0.87,1.0
368,MdgOl9y7,"So, Egyptians are white now? Enlighten me",2021-07-06 14:39:00,Living in Luxury,2.9833333333333334,5820.0,121.0,48.0,126.0,5694.0,0.342,0.6579999999999999,55933.0,15.886251145737852,3.48,10.69,53.3,14.449999999999998,681.0,0.12,5139.0,0.88,
369,xoBAAgd6,Stop GASLIGHTING BLK People For Whitewashed History,2021-07-06 17:46:00,Living in Luxury,0.85,505.0,107.0,17.0,34.0,473.0,0.312,0.688,4812.133333333333,12.402405498281787,4.41,9.03,26.48333333333333,11.05,37.0,0.07,468.0,0.93,
370,PNyn9LZ6,Chasing Box,2021-07-08 19:21:00,The Green Buttwhole,3.05,404.0,38.0,31.0,38.0,366.0,0.394,0.606,6745.0,18.43,0.58,20.2,22.983333333333334,13.000000000000002,34.0,0.08,370.0,0.92,2.0
371,xVbBGQ4R,NBA Finals - Suns vs Bucks - Game 2,2021-07-08 21:24:00,Women Watching Sports Live,2.1666666666666665,543.0,29.0,5.0,29.0,516.0,0.658,0.3419999999999999,2772.2833333333338,9.397570621468928,0.29,4.32,39.95,6.066666666666666,107.0,0.2,436.0,0.8,6.0
372,PA3zKgX1,Let’s talk kink,2021-07-10 02:22:00,The Kink Whole,3.2666666666666666,282.0,20.0,7.0,30.0,252.0,0.521,0.479,3707.25,22.46818181818182,3.1,9.0,56.0,15.016666666666666,11.0,0.04,271.0,0.96,8.0
373,xqk6Ae48,The Deeper End W/ LeoRising: The Cave Of Wonders,2021-07-11 18:12:00,Queen of Clubs,0.8999999999999999,3851.0,,4.0,11.0,3840.0,0.503,0.497,13093.0,4.672655020459554,0.81,4.07,28.166666666666664,4.55,744.0,0.19,3077.0,0.8,
374,ma9l7Kzm,The Young & The Thirsty Ep. 3 #youngandthirstyCH,2021-07-11 21:07:00,Comedy Club,1.6333333333333333,4640.0,316.0,7.0,40.0,4600.0,0.593,0.407,20440.116666666665,7.90108877721943,0.63,4.94,46.083333333333336,7.316666666666666,1174.0,0.25,3466.0,0.75,1.0
375,m2zoAR49,The Young & The Thirsty OFFICIAL / AUTHORIZED AFTER PARTY,2021-07-12 12:56:00,Community First,5.433333333333334,5706.0,62.0,29.0,47.0,5659.0,0.766,0.2339999999999999,8667.0,4.9991632211065165,0.7,2.02,42.48333333333333,4.3,2096.0,0.37,3610.0,0.63,6.0
376,mJEpXNlO,Clubhouse is just SICK,2021-07-12 14:47:00,Other,0.55,415.0,86.0,8.0,22.0,393.0,0.761,0.239,1233.4,2.9720481927710845,,,12.0,2.466666666666667,107.0,0.26,308.0,0.74,
377,xLzEaGvK,Stephanie Travers Day,2021-07-12 17:42:00,Women Watching Sports Live,1.1333333333333333,142.0,46.0,15.0,22.0,120.0,0.202,0.798,3340.8666666666672,32.12371794871795,26.14,22.59,50.60000000000001,27.166666666666668,8.0,0.06,134.0,0.94,0.0
378,PAAOJRDA,The BackChannel is live are you excited?,2021-07-14 13:04:00,Community First,1.2166666666666668,444.0,47.0,8.0,44.0,416.0,0.484,0.516,3209.833333333334,10.35430107526882,0.85,5.57,24.08333333333333,8.083333333333336,81.0,0.18,363.0,0.82,3.0
379,xjY6p8jN,RESPECTFULLY - Using CLUBHOUSE As A Force For Good,2021-07-14 18:19:00,Other,3.1000000000000005,5313.0,531.0,44.0,72.0,5241.0,0.287,0.7130000000000001,52599.0,16.499215965787595,1.2,11.16,38.766666666666666,15.4,593.0,0.11,4720.0,0.89,3.0
380,Prk855EW,The Girls Next Door Meet The Tech Men,2021-07-14 19:07:00,Living in Luxury,1.3,2875.0,347.0,31.0,71.0,2809.0,0.48,0.52,16676.100000000002,7.738329466357309,1.13,6.34,31.366666666666667,6.933333333333334,434.0,0.15,2441.0,0.85,1.0
384,xXJwp6rb,For friends who check friends for ticks,2021-07-14 23:56:00,The Green Buttwhole,3.1333333333333337,340.0,162.0,23.0,45.0,295.0,0.549,0.4509999999999999,3986.7833333333338,21.90540293040293,1.39,9.39,44.4,14.516666666666667,56.0,0.16,284.0,0.84,1.0
385,m2jnllZ1,How do you get Clubhouse employees to come to your rooms?,2021-07-15 00:37:00,The Green Buttwhole,1.1333333333333333,531.0,308.0,16.0,43.0,488.0,0.552,0.4479999999999999,3414.5166666666664,11.086093073593071,0.0,5.58,29.28333333333333,8.133333333333333,81.0,0.15,450.0,0.85,4.0
387,MzDdjojw,Issa Crypto Party : BRING YOUR LASER EYES,2021-07-15 22:19:00,Living in Luxury,0.5,311.0,63.0,30.0,61.0,250.0,0.479,0.521,10003.0,6.451288659793813,0.49,4.57,9.2,5.249999999999999,36.0,0.12,276.0,0.89,4.0
388,MznNLwr3,CRYPTO ROOM LATE NIGHT : BRING YOUR LASER EYES,2021-07-15 22:54:00,Living in Luxury,0.7333333333333333,330.0,48.0,20.0,27.0,304.0,0.549,0.4509999999999999,3061.0,10.07,1.73,11.48,22.45,5.8,44.0,0.13,286.0,0.87,1.0
389,PA0o99Ke,Racial Profiling: Does my Melanin Offend You?,2021-07-16 00:21:00,Living in Luxury,1.3833333333333333,798.0,89.0,41.0,78.0,720.0,0.399,0.601,5636.95,11.71923076923077,3.84,6.44,25.116666666666667,9.283333333333331,100.0,0.13,698.0,0.87,1.0
390,xBR3yJj6,A First Date? At Your House? Absolutely NOT,2021-07-16 13:51:00,Living in Luxury,0.6666666666666666,662.0,97.0,22.0,57.0,606.0,0.462,0.538,3278.8500000000004,7.537586206896552,2.02,4.64,16.850000000000005,6.133333333333334,105.0,0.16,558.0,0.84,1.0
391,my4VO4BD,Summer NAMM Jam Sesh,2021-07-16 14:37:00,Other,1.6333333333333333,3245.0,322.0,4.0,30.0,3215.0,0.477,0.523,17916.11666666667,9.81167396860168,1.2,5.82,43.58333333333334,9.266666666666667,639.0,0.2,2606.0,0.8,
393,mW9O88ax,Hot Women Get Advice & Connect W/ Business Men,2021-07-16 16:16:00,Living in Luxury,0.75,861.0,138.0,22.0,77.0,789.0,0.464,0.536,5602.116666666666,9.44707700955593,2.49,6.21,22.38333333333333,7.516666666666666,134.0,0.16,727.0,0.84,
394,xobgzLj6,Reform vs. Defund vs. Abolish The Police. What Is Safe?,2021-07-16 21:16:00,Conversations & Cornbread,0.8999999999999999,402.0,146.0,12.0,43.0,359.0,0.301,0.6990000000000001,5581.8,18.66822742474917,8.42,14.35,32.86666666666667,16.283333333333335,59.0,0.15,343.0,0.85,
395,P9eZjb0k,Exposing Y’all Favorite Racist White People On Clubhouse,2021-07-16 22:01:00,Other,3.3166666666666664,5214.0,450.0,21.0,111.0,5103.0,0.377,0.623,88936.3,22.29538731511657,4.86,15.7,66.03333333333333,21.066666666666663,1216.0,0.23,3998.0,0.77,17.0
396,xV6Dw2DO,NBA Finals Watch Party With The  Hottest on CH,2021-07-17 21:01:00,Living in Luxury,2.6333333333333333,1470.0,86.0,35.0,213.0,1257.0,0.433,0.567,15689.050000000005,16.85182599355532,3.06,8.23,28.050000000000004,13.550000000000002,180.0,0.12,1290.0,0.88,10.0
397,xoKdW9Bo,The Deeper End W/ LeoRising [7.18],2021-07-18 17:15:00,Queen of Clubs,1.05,3656.0,115.0,1.0,9.0,3647.0,0.711,0.289,5234.0,3.982604083797401,0.76,1.74,42.9,3.733333333333333,1126.0,0.31,2531.0,0.69,
398,MwwJjlQg,Come Talk Crypto With The Hottest On CH,2021-07-18 19:17:00,Living in Luxury,1.8333333333333333,1132.0,124.0,35.0,127.0,1007.0,0.443,0.5569999999999999,12210.816666666666,15.398255569567045,2.16,9.46,35.31666666666667,11.6,169.0,0.15,963.0,0.85,1.0
399,xp32ajqO,The Young and The Thirsty Ep. 4: “It’s Up & It’s Stuck”,2021-07-18 21:02:00,Comedy Club,2.4166666666666665,4949.0,470.0,16.0,38.0,4911.0,0.554,0.4459999999999999,48741.86666666667,15.856170028193452,1.28,11.49,78.93333333333334,15.066666666666668,1186.0,0.24,3763.0,0.76,5.0
400,MR8Vvgb5,Breakfast w/ Champions Motivational Monday w/ Ryan Blair,2021-07-19 05:03:00,Other,6.283333333333333,6746.0,515.0,45.0,146.0,6600.0,0.763,0.237,165538.0,38.67522669568371,8.02,28.83,64.43333333333334,36.05,1190.0,0.18,5557.0,0.82,
401,m2nglLor,RAP MONOLOGUES - ACT OUT RAP VERSES - OPEN GYM,2021-07-19 19:57:00,Rap Monologues,0.9833333333333334,2245.0,314.0,9.0,16.0,2232.0,0.45,0.55,12762.0,7.48643216080402,1.09,6.59,42.266666666666666,7.133333333333334,354.0,0.16,1891.0,0.84,
402,xln4lKLq,Where is Dr. Lunsford?! Share your theories,2021-07-19 17:09:00,GBW,1.0333333333333334,235.0,24.0,21.0,27.0,209.0,0.584,0.416,1216.6666666666663,9.733333333333333,0.0,4.62,21.166666666666668,6.583333333333333,30.0,0.13,205.0,0.87,1.0
403,xnn0nggg,Championship Afterparty : THE BUCKS WON ,2021-07-20 23:54:00,Living in Luxury,0.5666666666666667,429.0,53.0,24.0,63.0,366.0,0.556,0.4439999999999999,1636.9,6.600403225806452,0.33,3.71,11.3,5.0,40.0,0.09,389.0,0.91,-1.0
405,MO021b6m,CLUBHOUSE IS NOW OPEN TO EVERYONE,2021-07-21 13:20:00,Other,9.166666666666666,29540.0,1705.0,107.0,641.0,28899.0,0.55,0.4499999999999999,439082.9166666667,14.864012074023924,2.78,7.6,89.13333333333334,13.216666666666669,5525.0,0.19,18931.0,0.64,
406,xnkVKG3r,Clubhouse Rebrands and Goes Public: What does that Mean?,2021-07-21 13:30:00,Community First,2.966666666666667,23479.0,2157.0,68.0,249.0,23234.0,0.476,0.524,235014.0,10.12,1.75,12.71,59.16666666666666,8.7,5509.0,0.23,17970.0,0.77,41.0
407,Mz5OdRz3,Clubhouse Tech Talk,2021-07-22 14:13:00,Other,2.2333333333333334,7048.0,509.0,21.0,78.0,6970.0,0.558,0.4419999999999999,53700.4,12.035051546391752,2.04,0.43,48.2,11.4,2251.0,0.32,4797.0,0.68,8.0
408,MwrnDpnQ,Wealthy Men Connect With Beautiful Women,2021-07-23 20:46:00,Living in Luxury,1.8833333333333333,4775.0,215.0,41.0,155.0,4620.0,0.571,0.429,21586.88333333333,6.349083333333333,1.74,3.81,28.966666666666665,5.283333333333333,1224.0,0.26,3552.0,0.74,
409,m2ngrr58,RAP BATTLE Who Wants Smoke?,2021-07-23 21:01:00,Other,2.95,2972.0,367.0,12.0,79.0,2893.0,0.412,0.5880000000000001,30208.1,14.083030303030302,3.73,9.19,60.45000000000001,12.333333333333334,294.0,0.1,2679.0,0.9,
410,P0AK1Wnw,Y’all FAKE!! Block me back ScaryHours,2021-07-23 22:31:00,Other,3.850000000000001,2141.0,443.0,25.0,88.0,2057.0,0.292,0.708,36055.816666666666,23.216881305001078,5.5,12.9,75.38333333333334,20.08333333333333,116.0,0.05,2025.0,0.95,2.0
412,xB0Rkwpd,Welcome To Audio Pornhub,2021-07-25 12:21:00,Living in Luxury,0.9833333333333334,2587.0,229.0,6.0,71.0,2516.0,0.565,0.435,9274.066666666666,5.00759539236861,2.41,2.73,17.45,4.533333333333333,513.0,0.2,2074.0,0.8,
