,Room_ID,Title,Event,Club,Duration,Users,Max_Room_Size,Moderators,Speakers,Listeners,Bounce,Stickiness,Total_User_Time,Avg_User_Time,Avg_User_Time_New_Members,Avg_User_Time_Old_Members,Avg_Speaker_Time,Avg_Listener_Time,New_Users,New_Users_Pct,Old_Users,Old_Users_Pct,Followers
203,xoJ054VP,Mod Everyone | Take 6 | Someone has to vouch for you,2021-05-30 12:55:00,Other,1.8166666666666664,1762.0,202.0,,240.0,1522.0,0.592,0.40800000000000003,23184.833333333336,13.15824820279985,,,39.0,9.083333333333334,583.0,0.33,1179.0,0.67,
204,myol5VpL,Why Do Some Men Get Mad When Women Prefer Rich Men,2021-05-30 17:04:00,Living in Luxury,0.1,103.0,46.0,,22.0,81.0,0.563,0.43700000000000006,245.18333333333334,2.38042071197411,,,4.333333333333333,1.85,16.0,0.16,58.0,0.56,0.0
205,mWr63AdY,Trivia Game Night - Mimi’s Birthday,2021-05-30 21:38:00,The Green Buttwhole,2.55,229.0,25.0,6.0,35.0,194.0,0.445,0.5549999999999999,3857.866666666667,26.423744292237444,1.16,14.82,53.733333333333334,18.133333333333333,38.0,0.17,191.0,0.83,3.0
206,mWEZk2pp,Untitled,2021-05-31 02:07:00,The Green Buttwhole,6.9,683.0,21.0,12.0,37.0,646.0,0.774,0.22599999999999998,6316.366666666667,16.195811965811966,0.83,17.9,82.11666666666666,9.9,527.0,0.77,156.0,0.23,2.0
207,Mwrd2orO,Black Men Date White Women To Have CONTROL,2021-05-31 17:31:00,Living in Luxury,9.7,48043.0,122.0,56.0,634.0,47565.0,0.633,0.367,911290.2166666668,23.39941498694741,2.25,26.64,139.18333333333334,21.483333333333334,30649.0,0.64,17396.0,0.36,
208,MKoBoL8e,"Pleasure, Pain, & Power Dynamics x Le Wand (REC)",2021-05-31 21:09:00,SensuElle Education,2.1666666666666665,136.0,25.0,9.0,13.0,124.0,0.37,0.63,3743.05,37.4305,9.38,19.93,95.30000000000001,28.783333333333335,14.0,0.1,122.0,0.9,1.0
209,P0LVgl0V,SenseuElle Education - MAY-sturbation Wrap Party,2021-06-01 12:35:00,Community First,11.533333333333333,140.0,16.0,9.0,14.0,127.0,0.607,0.393,4546.033333333333,54.11944444444444,3.14,24.53,156.46666666666667,33.65,66.0,0.47,74.0,0.53,4.0
210,MEwXg7np,tell us your most positive clubhouse experience.,2021-06-01 14:44:00,Other,4.7,7540.0,193.0,2.0,67.0,7473.0,0.514,0.486,175744.0,23.51,7.78,38.33,27.983333333333334,9.766666666666667,3626.0,0.48,3915.0,0.52,
211,xnoRqpKz,The LoveBomb Room - Catch these compliments - EP 173,2021-06-01 15:48:00,Blacktop UniverseCity,0.8166666666666667,186.0,37.0,,41.0,145.0,0.667,0.33299999999999996,2139.966666666667,11.50519713261649,,,26.96666666666667,7.133333333333334,33.0,0.18,153.0,0.82,0.0
212,MRQ017Lb,The Green Buttwhole is Community First,2021-06-02 12:42:00,The Green Buttwhole,8.866666666666667,267.0,24.0,21.0,23.0,244.0,0.665,0.33499999999999996,5532.133333333333,35.01350210970464,0.67,21.47,112.76666666666668,21.766666666666666,105.0,0.39,162.0,0.61,8.0
213,xnb5Rlzw,Green Buttwhole 99,2021-06-02 01:53:00,The Green Buttwhole,11.0,271.0,16.0,22.0,30.0,244.0,0.605,0.395,7157.233333333334,47.08706140350878,0.4,19.75,127.28333333333332,27.36666666666667,128.0,0.47,143.0,0.53,5.0
214,xBZpdzOR,Anti Racist RESOURCE ROOM: Politricks,2021-06-02 19:47:00,BlackIssuesISSUES,7.633333333333333,747.0,48.0,4.0,43.0,710.0,0.471,0.529,21781.933333333334,34.62946475887652,4.73,21.34,104.53333333333332,29.5,239.0,0.32,508.0,0.68,
215,M6z4pEZX,It’s National Running Day: How did you not run today?,2021-06-02 22:28:00,Boring Club,1.4166666666666667,104.0,,,17.0,87.0,0.663,0.33699999999999997,1191.3999999999999,11.45576923076923,,,33.15,7.216666666666666,,,,,
216,PY62zJB3,How You STEAL My Entire Title? Is It Crack You Smoke?,2021-06-03 11:48:00,Envy,0.11666666666666667,189.0,91.0,9.0,24.0,165.0,0.297,0.7030000000000001,605.7,4.389130434782609,0.31,3.71,5.683333333333334,4.116666666666667,36.0,0.19,153.0,0.81,
217,PbzkLQX5,LYRIC DEBATES One on One Debate about songs Lyrics,2021-06-03 17:04:00,Austin Dean Ashford,1.7833333333333332,4790.0,325.0,1.0,8.0,4783.0,0.58,0.42000000000000004,23179.0,5.606674473067915,1.32,8.02,32.75,5.35,2265.0,0.47,2525.0,0.53,
218,M5Gbp7d8,Green Buttwhole 100,2021-06-03 23:03:00,The Green Buttwhole,16.266666666666666,356.0,12.0,41.0,50.0,306.0,0.6,0.4,4040.0,84.29333333333332,0.48,19.85,92.63333333333334,64.83333333333326,109.0,0.31,247.0,0.69,
219,PD0A91Lp,The kids of Cranky PT take over and boss us around,2021-06-03 00:00:00,Cranky Physical Therapy,1.8333333333333335,152.0,,1.0,17.0,135.0,,,1001.0,7.41,0.28,12.17,,,54.0,0.36,98.0,0.64,
220,M629aQQ0,Early Morning Politicking: A Modern Day School House Rock,2022-06-03 00:00:00,Keep It Simple,1.7,288.0,,10.0,28.0,260.0,,,3717.0,14.3,0.52,23.04,,,101.0,0.35,188.0,0.65,
221,PbQrZwBZ,Talk about anything you want for 30 Seconds,2021-06-04 11:06:00,Comedy Club,1.9500000000000002,4441.0,,1.0,43.0,4398.0,0.92,0.07999999999999996,16331.0,4.193781094527363,1.27,7.81,17.616666666666667,3.4166666666666665,2758.0,0.62,1683.0,0.38,
222,ME6kLyzp,Getting Shit Off My Chest,2021-06-04 13:04:00,Living in Luxury,1.8166666666666664,3090.0,230.0,10.0,69.0,3022.0,0.562,0.43799999999999994,22488.86666666667,10.084693572496263,2.11,9.84,45.10000000000001,8.966666666666667,1237.0,0.4,1853.0,0.6,
223,M8Xy2G1A,AIR IT OUT — Get it off your chest!,2021-06-04 17:24:00,The Green Buttwhole,1.7166666666666668,95.0,,2.0,20.0,76.0,0.443,0.5569999999999999,1746.2333333333336,28.626775956284156,5.62,13.76,49.93333333333333,18.233333333333338,16.0,0.17,79.0,0.83,
224,m2jdvLNz,Open Call for JURY DUTY - creator first show,2021-06-04 21:08:00,The Green Buttwhole,1.4833333333333334,160.0,26.0,2.0,22.0,140.0,0.496,0.504,2183.2666666666664,18.660398860398857,0.57,12.17,39.21666666666667,13.9,35.0,0.22,125.0,0.78,-1.0
225,xewEBnG7,Untitled,2021-06-05 03:51:00,The Green Buttwhole,10.05,763.0,27.0,16.0,18.0,745.0,0.713,0.28700000000000003,11472.2,26.37287356321839,0.82,11.35,202.58333333333337,18.766666666666666,320.0,0.42,443.0,0.58,4.0
226,MwJG1vJQ,Heterosexuality is a scam; straight men are proof,2021-06-05 15:50:00,Are The Straights OK?,5.666666666666667,15546.0,552.0,14.0,125.0,15439.0,0.674,0.32599999999999996,452571.0,37.610820244328096,4.7,20.49,95.80000000000001,37.0,7789.0,0.5,7965.0,0.51,33.0
227,M8NzLn0L,The LoveBomb Room - Catch these compliments - EP 177,2021-06-05 22:21:00,Blacktop UniverseCity,1.3833333333333333,52.0,16.0,,9.0,43.0,0.538,0.46199999999999997,429.0666666666666,8.25128205128205,,,18.45,6.116666666666666,6.0,0.12,46.0,0.88,-1.0
228,m3g4Oz1l,Let’s Pre-game for the return of Black Card Revoked,2021-06-05 22:33:00,The Green Buttwhole,1.7666666666666666,54.0,15.0,,18.0,36.0,0.556,0.44399999999999995,593.4000000000001,10.98888888888889,,,18.433333333333334,7.266666666666667,7.0,0.13,47.0,0.87,1.0
229,mZ0X2lyd,Let’s Play Black Card Revoked,2021-06-05 23:06:00,The Function,5.65,2629.0,258.0,4.0,48.0,2585.0,0.714,0.28600000000000003,14526.383333333331,7.9076664852113945,0.57,6.07,57.266666666666666,6.583333333333333,770.0,0.29,1859.0,0.71,4.0
230,mWNdANdB,Don’t come in here with ya lame a$$ opinion!!,2021-06-06 02:13:00,Club Petty,0.9333333333333333,798.0,239.0,6.0,9.0,789.0,0.779,0.22099999999999997,1251.7833333333333,2.2884521633150516,0.27,1.29,41.45,1.633333333333333,165.0,0.21,633.0,0.79,1.0
231,PY6lWozz,Clubhouse Rooms That Could’ve Been DMs,2021-06-06 03:08:00,Club Petty,12.833333333333332,5158.0,258.0,14.0,35.0,5123.0,0.806,0.19399999999999995,91368.0,29.02,12.23,46.45,162.63333333333333,7.066666666666666,1979.0,0.38,3179.0,0.62,5.0
232,M6bErWzM,How To Stimulate A Mans Mind To Get What You Want,2021-06-06 15:21:00,Living in Luxury,2.5,6550.0,510.0,33.0,172.0,6378.0,0.578,0.42200000000000004,67935.7,10.371862595419847,193.0,9.52,49.49999999999999,9.316666666666666,3012.0,0.46,4425.0,0.68,0.0
233,xXzrj83D,Shoot Your Shot With A Tip : Beautiful Women Edition,2021-06-06 18:08:00,Living in Luxury,0.5,895.0,164.0,40.0,70.0,839.0,0.554,0.44599999999999995,4855.4,5.950245098039216,0.95,4.63,15.366666666666667,5.066666666666666,226.0,0.25,704.0,0.79,1.0
234,ME0yKp1A,JURY DUTY AUDITIONS - Great Debaters -Creators 1st Show,2021-06-06 00:00:00,Jury Duty,1.0833333333333333,101.0,,4.0,14.0,87.0,,,1134.0,13.03,2.93,15.14,,,15.0,0.15,86.0,0.85,
235,mZWow1zQ,JURY DUTY AUDITIONS - Great Debaters -Creators 1st Show,2021-06-07 00:00:00,Jury Duty,1.2,202.0,,4.0,17.0,185.0,,,1466.0,7.92,2.07,9.81,,,45.0,0.22,157.0,0.78,
236,P0rXq5bY,Your favorite influencers are frauds,2021-06-07 14:14:00,Other,2.9,12981.0,606.0,58.0,175.0,12811.0,0.614,0.386,64080.416666666664,7.86262781186094,0.71,5.47,47.93333333333334,6.9833333333333325,5154.0,0.4,7828.0,0.6,
237,mZgrLEdA,Uplift & Tip Your Fav CH Influencer For Their Hardwork,2021-06-07 17:14:00,Living in Luxury,1.5666666666666669,1312.0,114.0,94.0,98.0,1214.0,0.587,0.41300000000000003,10061.2,11.726340326340328,0.79,6.62,33.9,8.9,230.0,0.18,1082.0,0.82,0.0
238,M4GglZ67,The Miracle Of Resilience & Spirit,2021-06-07 19:04:00,Other,3.3333333333333335,181.0,30.0,17.0,24.0,161.0,0.46,0.54,5942.0,39.61333333333334,12.95,23.32,95.68333333333334,28.933333333333334,19.0,0.1,162.0,0.9,5.0
239,M4zqnXGJ,"AshMi, come in so I can shoot my shot",2021-06-08 03:35:00,None,0.8833333333333333,131.0,23.0,,19.0,112.0,0.664,0.33599999999999997,1312.8166666666666,10.021501272264631,,,32.45,6.216666666666667,48.0,0.37,83.0,0.63,3.0
240,xBJXz7G4,MLM: F0ll0w All The M0ds 0r Get 0ut,2021-06-08 04:30:00,None,1.1666666666666667,87.0,19.0,10.0,21.0,66.0,0.586,0.41400000000000003,1118.1999999999998,12.852873563218388,1.63,5.79,26.9,8.383333333333333,34.0,0.39,70.0,0.8,6.0
241,m7L5y4V1,They Are Having A Bot Party - ON CH TODAY ,2021-06-08 13:37:00,Living in Luxury,1.15,2296.0,558.0,43.0,101.0,2212.0,0.509,0.491,27318.766666666666,16.607152988855116,2.07,15.46,18.5,16.483333333333334,612.0,0.27,1684.0,0.73,1.0
242,mWVqV0vL,Why do y’all turn people INSECURE then bash them?,2021-06-08 17:05:00,The Shakur Way,2.7666666666666666,1689.0,132.0,63.0,223.0,1483.0,0.494,0.506,22639.683333333334,20.160002968239834,3.0,10.03,40.78333333333333,15.050000000000002,248.0,0.15,1443.0,0.85,7.0
243,MKjjGdLE,Aalpha Ventures Network - Product pitches for the man’s man,2021-06-08 20:19:00,Are The Straights OK?,1.4333333333333333,783.0,291.0,5.0,19.0,764.0,0.691,0.30900000000000005,6219.283333333333,8.11,7.17,8.18,44.516666666666666,7.033333333333333,32.0,0.04,751.0,0.96,0.0
244,M8Zgjl87,Why do NARCISSISTS feed off EMPATHS,2021-06-08 23:19:00,The Shakur Way,4.15,6618.0,335.0,62.0,259.0,6359.0,0.476,0.524,84117.31666666668,19.909424063116376,2.63,13.88,66.11666666666666,16.916666666666668,2412.0,0.36,4206.0,0.64,0.0
245,MKKad29N,my friends are in a club 4 meetings so I came here to troll them,2021-06-09 12:48:00,None,1.0,95.0,14.0,8.0,14.0,81.0,0.68,0.31999999999999995,844.3499999999999,11.258,0.98,5.22,26.83333333333333,7.683333333333334,45.0,0.47,56.0,0.59,0.0
246,m3zaBDD1,Come say it with ya chest lil biihhhhhhh,2021-06-09 02:23:00,Club Petty,3.0666666666666673,435.0,23.0,10.0,21.0,423.0,0.724,0.276,4386.316666666667,13.622101449275362,0.31,6.85,85.36666666666666,8.616666666666667,251.0,0.58,192.0,0.44,4.0
247,xB3wobNp,I’ve got some shiiiiiii I wanna say to Dr Lunsford!!,2021-06-09 13:41:00,None,1.2833333333333332,111.0,26.0,,32.0,79.0,0.541,0.45899999999999996,1765.1333333333334,15.902102102102104,,,28.333333333333336,10.866666666666667,2.0,0.02,109.0,0.98,0.0
248,MR6yvoKz,You can’t talk to the “Doctor” if she refuses to listen!!,2021-06-09 14:52:00,None,0.43333333333333335,29.0,16.0,,15.0,14.0,0.483,0.517,268.08333333333337,9.24425287356322,,,11.65,6.666666666666668,4.0,0.14,25.0,0.86,2.0
249,MO8lwdZy,Who wanna play a game,2021-06-09 21:38:00,None,2.5166666666666666,1762.0,220.0,8.0,35.0,1727.0,0.66,0.33999999999999997,11766.0,9.427745757284661,0.73,8.96,50.233333333333334,8.05,452.0,0.26,1310.0,0.74,8.0
250,PYBXROlz,The Wayback: Top 10 Songs this week in 1998!,2021-06-09 00:00:00,Other,1.5166666666666666,141.0,,3.0,22.0,119.0,,,1786.0,15.01,2.55,16.28,,,11.0,0.08,130.0,0.92,
251,xBzgAbQ4,Only Broke Men Call Men That Can Do What They Can’t Simps,2021-06-10 00:07:00,Living in Luxury,0.2,212.0,53.0,6.0,29.0,184.0,0.5,0.5,575.55,4.295149253731343,1.29,5.43,6.45,3.7,58.0,0.27,155.0,0.73,
252,PD8eonab,Your’e not less independent - if a man’s investing in you,2021-06-10 00:39:00,Living in Luxury,1.3833333333333333,4704.0,396.0,1366.0,138.0,4566.0,0.616,0.384,30397.0,8.384179150107,1.26,8.96,29.149999999999995,7.483333333333333,1366.0,0.29,3338.0,0.71,
253,xe6kWORb,PEOPLE want you to do GOOD but NEVER BETTER than THEM,2021-06-10 14:12:00,The Shakur Way,3.166666666666667,4933.0,209.0,89.0,465.0,4468.0,0.535,0.46499999999999997,48400.9,15.827632439502944,1.32,9.26,37.38333333333333,12.05,1355.0,0.27,3578.0,0.73,1.0
254,mWZAKEYM,"I am coming for you! Yes this room is about you, you lil....",2021-06-10 17:06:00,Club Petty,1.5666666666666669,71.0,16.0,3.0,26.0,56.0,0.42,0.5800000000000001,1212.6,17.57391304347826,0.22,10.5,25.083333333333332,13.033333333333333,10.0,0.14,66.0,0.93,4.0
255,MOBYR4ly,PEOPLE want you to do GOOD but NEVER BETTER than THEM 2,2021-06-10 17:27:00,The Shakur Way,3.1833333333333336,2801.0,166.0,74.0,261.0,2540.0,0.502,0.498,33179.3,18.86259238203525,2.22,9.54,47.7,13.883333333333333,484.0,0.17,2317.0,0.83,0.0
256,m2EE25l8,Dwayne “The Rock” Johnson Tribute - His Greatest Lessons,2021-06-10 17:28:00,Other,22.716666666666665,3701.0,12.0,73.0,151.0,3550.0,0.521,0.479,42221.0,13.354794520547943,3.58,15.22,27.866666666666667,10.499999999999998,1019.0,0.28,2683.0,0.72,
257,xkODoAA2,The Link Between Literacy Education and Incarceration,2021-06-10 00:00:00,Other,1.1,1213.0,,1.0,5.0,1208.0,,,5231.0,4.33,2.25,5.73,,,486.0,0.4,727.0,0.6,
258,xVObyEBO,Stop coming to rooms like this one or I’m gonna block u!,2021-06-11 14:48:00,A Social Room,0.9833333333333334,139.0,20.0,5.0,34.0,117.0,0.619,0.381,1185.3666666666666,8.527817745803356,0.98,3.88,17.466666666666665,5.633333333333333,59.0,0.42,99.0,0.71,-1.0
259,M1e0GaZL,A Day without Violence,2021-06-11 14:56:00,The Green Buttwhole,0.65,27.0,11.0,1.0,9.0,18.0,0.444,0.556,375.90000000000003,13.922222222222224,0.0,3.0,22.033333333333335,9.866666666666667,4.0,0.15,23.0,0.85,-1.0
260,mJ5oqnad,That was the most PROBLEMATIC room on Clubhouse!!,2021-06-11 15:32:00,Club Petty,3.4,238.0,13.0,17.0,41.0,198.0,0.57,0.43000000000000005,2794.983333333333,20.703580246913578,2.98,756.0,37.983333333333334,13.166666666666666,45.0,0.19,193.0,0.81,2.0
261,xkQGOeKm,So you WANT to be In the MOD SQUAD?! Come AUDITION!,2021-06-11 15:57:00,The Shakur Way,2.8833333333333333,2298.0,103.0,67.0,142.0,2157.0,0.599,0.401,23164.6,16.665179856115106,0.68,8.98,62.50000000000001,11.45,695.0,0.3,1603.0,0.7,
262,P9gv7GyO,scenes from an airport terminal ,2021-06-11 18:35:00,Other,453.2,117744.0,70.0,104.0,881.0,116904.0,0.7,0.30000000000000004,81809775.9,1110.5047699846612,2.05,24.44,10109.566666666668,1001.5833333333335,48771.0,0.41,71435.0,0.61,
263,MEAz0kad,Who’s the imposter AMONG US?,2021-06-12 01:36:00,None,0.5666666666666667,63.0,15.0,,15.0,48.0,0.667,0.33299999999999996,469.75,7.4563492063492065,,,13.183333333333334,5.666666666666667,3.0,0.05,60.0,0.95,2.0
264,M4Z0pAEg,DONE with the DOCTOR and PATRICK! Run tell that! ,2021-06-12 20:47:00,Club Petty,0.18333333333333332,12.0,7.0,,4.0,8.0,0.5,0.5,53.46666666666667,4.455555555555556,,,5.133333333333334,4.116666666666667,0.0,0.0,12.0,1.0,0.0
265,M1w3301R,The “doctor” follows to unfollow! BEWARE!,2021-06-12 20:58:00,Club Petty,0.6666666666666666,57.0,18.0,5.0,14.0,44.0,0.54,0.45999999999999996,609.8666666666666,12.197333333333331,3.33,5.61,21.833333333333332,8.449999999999998,4.0,0.07,54.0,0.95,2.0
266,xjvQkw7x,So y’all just gone end my room!?,2021-06-12 21:40:00,Club Petty,0.3,13.0,6.0,,5.0,8.0,0.615,0.385,91.5,7.038461538461538,,,10.833333333333332,4.666666666666667,3.0,0.23,10.0,0.77,0.0
267,xLKDGR3L,Let’s Play Black Card Revoked,2021-06-12 23:11:00,The Function,2.8166666666666664,376.0,42.0,5.0,56.0,331.0,0.526,0.474,6055.883333333333,28.431377151799687,0.53,15.67,63.05,16.083333333333332,118.0,0.31,258.0,0.69,7.0
268,xoBdZgN5,Allow us to reintroduce ourselves!,2021-06-13 01:43:00,The Green Buttwhole,10.566666666666666,943.0,22.0,33.0,74.0,869.0,0.66,0.33999999999999997,18082.63333333333,35.736429512516466,1.68,9.45,101.91666666666667,24.4,397.0,0.42,547.0,0.58,2.0
269,P09VLEan,Is the Clubhouse algorithm changing?,2021-06-13 13:13:00,Other,1.9833333333333334,8396.0,558.0,5.0,16.0,8380.0,0.68,0.31999999999999995,46538.0,5.55,1.3,8.46,52.03333333333334,4.7333333333333325,3398.0,0.4,4998.0,0.6,
270,Pbo8VYKx,Why do y’all stay in TOXIC RELATIONSHIPS?,2021-06-13 16:18:00,The Shakur Way,0.9833333333333334,1092.0,126.0,36.0,96.0,996.0,0.503,0.497,6816.866666666667,9.766284622731614,1.72,6.67,23.316666666666666,7.683333333333334,321.0,0.29,771.0,0.71,0.0
271,M1wdlGNP,Welcome to the Data Science & Analytics Club!,2021-06-13 18:21:00,Data Science & Analytics,5.266666666666667,7693.0,317.0,18.0,116.0,7581.0,0.507,0.493,125215.31666666668,19.255007945051005,6.16,11.72,113.13333333333334,17.550000000000004,2956.0,0.38,4738.0,0.62,
272,xpAJzQj5,Rise and Grind,2021-06-14 07:41:00,The Green Buttwhole,3.75,140.0,8.0,2.0,15.0,126.0,0.61,0.39,1026.5166666666667,25.036991869918698,0.02,9.64,39.95,16.433333333333334,57.0,0.41,83.0,0.59,2.0
273,MR05BvY6,I think people need to learn respect and values. This app is sick,2021-06-14 09:50:00,Other,0.9166666666666665,166.0,22.0,7.0,19.0,150.0,0.669,0.33099999999999996,991.8666666666666,7.998924731182795,1.87,5.76,23.466666666666665,5.2,38.0,0.23,128.0,0.77,2.0
274,M4QEjoym,So we really going to do rooms and Mod ZERO BLACK PEOPLE??,2021-06-14 00:05:00,The Shakur Way,6.083333333333333,6317.0,251.0,111.0,347.0,5970.0,0.488,0.512,106008.46666666667,25.37301739269188,,,75.43333333333334,20.966666666666665,438.0,0.07,3740.0,0.59,
275,xeLZza6Q,Share the most interesting thing you’ve learned on CH,2021-06-14 13:56:00,The Green Buttwhole,1.9333333333333336,684.0,52.0,10.0,54.0,630.0,0.612,0.388,4432.266666666666,11.452885443583117,1.4,6.16,30.166666666666668,8.483333333333333,212.0,0.31,472.0,0.69,4.0
276,xnaj6X9w,Is Confidence Ego,2021-06-14 19:23:00,Other,3.1000000000000005,369.0,28.0,18.0,42.0,330.0,0.565,0.43500000000000005,4787.0,22.162037037037038,2.58,11.9,50.38333333333334,15.35,117.0,0.32,252.0,0.68,2.0
277,P0rRzJqZ,RAP MONOLOGUES  ACT OUT RAP VERSES OPEN GYM,2021-06-14 20:25:00,Rap Monologues,0.9333333333333333,1627.0,191.0,8.0,15.0,1612.0,0.498,0.502,7416.0,6.991154261057173,0.82,6.23,31.133333333333333,6.1,486.0,0.3,1141.0,0.7,
278,xoER9dkV,Can money buy HAPPINE$$ ?,2021-06-14 22:16:00,Good Vibez Only,2.4,1945.0,210.0,30.0,93.0,1857.0,0.617,0.383,13891.05,11.103956834532374,3.13,6.6,37.71666666666667,8.966666666666667,333.0,0.17,1612.0,0.83,
279,MzEgRd5a,Destiny’s Child’s “Cater 2U” Song Cancelled?,2021-06-14 22:36:00,The Art of Dating,5.333333333333333,1343.0,80.0,21.0,79.0,1264.0,0.488,0.512,14626.0,23.09869841269842,3.6,13.52,62.31666666666667,19.600000000000005,248.0,0.18,1095.0,0.82,3.0
280,M6VW8wRV,Ohio is relentlessly recruiting Californians,2021-06-14 23:46:00,Political Nerds,0.4166666666666667,52.0,12.0,1.0,9.0,43.0,0.433,0.567,338.95000000000005,11.298333333333336,0.58,7.18,19.033333333333335,7.983333333333334,12.0,0.23,40.0,0.77,
281,myb0XoOn,Only lames worry about what OHIO is doing...,2021-06-15 12:13:00,Club Petty,3.3833333333333333,1454.0,163.0,10.0,48.0,1411.0,0.702,0.29800000000000004,12860.533333333335,12.886305945223782,1.61,7.09,64.73333333333335,10.266666666666667,158.0,0.11,1296.0,0.89,3.0
282,mg6O261E,How are you actually doing?,2021-06-15 12:57:00,Other,1.9,1621.0,81.0,30.0,123.0,1498.0,0.571,0.42900000000000005,8798.8,12.220555555555555,1.76,8.06,33.449999999999996,8.716666666666667,842.0,0.52,779.0,0.48,
283,m2z3wze1,Who IS YOUR FAVORITE MOD?? Come TIP THEM AND SHOW LOVE,2021-06-15 21:21:00,The Shakur Way,3.25,1054.0,61.0,70.0,102.0,953.0,0.613,0.387,11498.25,20.717567567567567,0.54,8.76,52.54999999999999,13.550000000000002,247.0,0.23,808.0,0.77,
284,MRG065Eb,F1: Driver Report Cards & Why,2021-06-16 18:13:00,Women Watching Sports Live,1.9,93.0,22.0,5.0,20.0,75.0,0.25,0.75,2636.2,47.074999999999996,0.57,26.91,72.65,32.86666666666667,7.0,0.08,86.0,0.92,1.0
285,xeLV56Yp,Evan’s Birthday Cookout,2021-06-16 21:04:00,The Green Buttwhole,3.083333333333334,221.0,16.0,24.0,38.0,186.0,0.561,0.43899999999999995,3179.333333333333,27.888888888888886,0.43,11.89,47.13333333333333,18.266666666666662,43.0,0.19,178.0,0.81,3.0
286,mWJ03A9B,Worst Moderators on Clubhouse: AUDITIONS!,2021-06-16 21:21:00,Clurbhouse,1.5,1005.0,82.0,5.0,42.0,963.0,0.706,0.29400000000000004,3721.1000000000004,7.817436974789917,0.88,4.32,34.35,5.316666666666667,540.0,0.54,465.0,0.46,2.0
287,PGY5rjvM,HAPPY BIRTHDAY TUPAC SHAKUR,2021-06-16 22:28:00,The Shakur Way,1.1666666666666667,551.0,57.0,43.0,98.0,453.0,0.48,0.52,4029.5166666666664,13.613231981981981,0.27,6.64,21.983333333333334,9.533333333333333,49.0,0.09,502.0,0.91,
288,ma4V3arv,Official Club Launch Room,2021-06-17 16:44:00,Conscious Soundscapes,2.4166666666666665,305.0,47.0,6.0,40.0,265.0,0.381,0.619,7285.3,38.546560846560844,6.23,19.99,71.5,29.700000000000003,22.0,0.07,283.0,0.93,-1.0
289,xerDqgJA,"Clubhouse must pivot to Community First, or it will FAIL",2021-06-18 12:34:00,Community First,3.533333333333333,945.0,47.0,4.0,56.0,889.0,0.556,0.44399999999999995,9026.733333333332,17.193777777777775,1.42,9.17,54.55,12.73333333333333,320.0,0.34,625.0,0.66,8.0
290,m7yenR6X,That went well! | communityfirst.club,2021-06-18 04:57:00,The Green Buttwhole,2.95,102.0,8.0,2.0,13.0,90.0,0.625,0.375,1511.4666666666667,26.99047619047619,3.17,10.23,59.65,17.116666666666667,27.0,0.26,75.0,0.74,0.0
291,xXOyb3e4,Clubhouse people on Greenroom talking about Clubhouse,2021-06-18 10:53:00,Other,2.0166666666666666,224.0,75.0,,90.0,134.0,0.205,0.795,7647.066666666667,34.138690476190476,,,42.63333333333333,28.433333333333334,13.0,0.06,223.0,1.0,
292,xjL49a7J,IT’S INTERNATIONAL PANIC DAY AAAAHHHHHHH,2021-06-18 21:27:00,Boring Club,1.35,199.0,14.0,2.0,14.0,185.0,0.474,0.526,980.0,15.612280701754386,1.45,7.48,20.033333333333335,11.633333333333335,67.0,0.34,132.0,0.66,
293,MR8BZNdY,What is community to you? How do you build connections?,2021-06-19 12:41:00,Community First,2.55,349.0,27.0,5.0,36.0,314.0,0.528,0.472,4408.666666666666,20.223241590214066,3.62,9.44,53.03333333333333,13.733333333333333,64.0,0.18,285.0,0.82,2.0
294,PN5AVpnj,Woman should NEVER have to have pay for ANYTHING with a man,2021-06-19 00:53:00,Living in Luxury,1.4166666666666667,9144.0,514.0,21.0,131.0,9019.0,0.579,0.42100000000000004,42378.25000000001,7.78582583134301,,,32.21666666666667,7.1833333333333345,1153.0,0.13,4290.0,0.47,
295,mgJYK9gB,How & Why to Track #ANALYTICS on Clubhouse,2021-06-19 15:01:00,Data Science & Analytics,2.066666666666667,1353.0,136.0,5.0,65.0,1288.0,0.444,0.556,13662.999999999996,12.569457221711128,4.25,9.8,22.833333333333332,11.916666666666664,347.0,0.26,1006.0,0.74,-1.0
296,MwJZyaGv,Chill Lofi Violin Music,2021-06-19 19:13:00,The Bomani Effect,22.616666666666667,3168.0,90.0,38.0,40.0,3134.0,0.56,0.43999999999999995,82772.66666666667,43.564561403508776,1.37,14.28,322.46666666666664,37.56666666666667,718.0,0.23,2450.0,0.77,15.0
297,xq5ob2kp,Let Us Reintroduce Ourselves We Are : THE GIRLS NEXT DOOR,2021-06-19 20:47:00,The Girls Next Door,0.55,486.0,53.0,13.0,64.0,423.0,0.541,0.45899999999999996,1958.9666666666667,6.160272536687631,1.34,3.9,12.683333333333334,4.516666666666667,79.0,0.16,407.0,0.84,
298,MKDbzZ6X,"Pride Month Check In: Straights, are you okay?",2021-06-19 21:12:00,Are The Straights OK?,1.9333333333333336,1771.0,284.0,8.0,51.0,1720.0,0.425,0.575,12421.166666666666,10.36825264329438,1.0,6.6,41.78333333333333,9.0,182.0,0.1,1589.0,0.9,3.0
